学号,姓名,语文,数学,英语,物理,化学,生物
20243187,学生3187,57,55,91,66,73,81
20243188,学生3188,45,93,50,97,65,85
20243189,学生3189,45,53,67,55,66,51
20243190,学生3190,93,68,70,57,62,79
20243191,学生3191,87,53,96,53,81,44
20243192,学生3192,61,77,47,86,79,96
20243193,学生3193,52,71,76,63,67,81
20243194,学生3194,40,70,53,58,64,90
20243195,学生3195,100,48,78,64,69,100
20243196,学生3196,97,88,66,41,72,84
20243197,学生3197,97,79,60,53,97,96
20243198,学生3198,93,78,41,91,82,50
20243199,学生3199,95,51,48,57,77,58
20243200,学生3200,98,94,41,55,55,56
20243201,学生3201,66,83,97,73,77,67
20243202,学生3202,53,50,44,92,73,91
20243203,学生3203,59,91,51,55,43,45
20243204,学生3204,82,92,54,65,63,60
20243205,学生3205,80,53,45,64,53,62
20243206,学生3206,86,53,59,61,81,46
20243207,学生3207,85,40,63,78,47,57
20243208,学生3208,74,74,71,49,51,70
20243209,学生3209,70,84,60,51,78,84
20243210,学生3210,60,67,40,98,87,43
20243211,学生3211,87,61,45,57,41,95
20243212,学生3212,52,42,60,54,55,78
20243213,学生3213,72,88,71,43,93,62
20243214,学生3214,63,97,89,57,67,77
20243215,学生3215,53,43,49,82,71,65
20243216,学生3216,59,70,67,91,95,82
20243217,学生3217,60,59,46,41,73,96
20243218,学生3218,71,41,66,79,86,82
20243219,学生3219,59,48,79,97,66,84
20243220,学生3220,92,60,68,71,96,61
20243221,学生3221,44,97,45,53,74,75
20243222,学生3222,43,52,100,74,84,42
20243223,学生3223,51,83,43,71,90,69
20243224,学生3224,46,76,100,88,42,61
20243225,学生3225,73,72,61,67,47,68
20243226,学生3226,47,59,90,81,97,97
20243227,学生3227,60,42,43,66,69,71
20243228,学生3228,78,63,72,79,63,79
20243229,学生3229,47,100,40,92,65,72
20243230,学生3230,84,60,64,43,84,92
20243231,学生3231,72,71,82,84,88,48
20243232,学生3232,75,91,100,100,51,52
20243233,学生3233,54,47,52,81,77,54
20243234,学生3234,63,65,81,90,90,70
20243235,学生3235,98,46,40,84,61,89
20243236,学生3236,97,79,93,76,71,82
20243237,学生3237,90,61,99,99,65,64
20243238,学生3238,72,96,88,95,69,92
20243239,学生3239,95,93,73,78,86,63
20243240,学生3240,43,42,67,73,88,41
20243241,学生3241,70,62,79,55,99,57
20243242,学生3242,59,59,59,89,70,92
20243243,学生3243,47,90,54,56,100,53
20243244,学生3244,93,67,48,98,55,91
20243245,学生3245,55,56,43,99,63,79
20243246,学生3246,80,57,98,89,57,88
20243247,学生3247,75,69,72,81,98,78
20243248,学生3248,44,42,89,41,48,65
20243249,学生3249,49,90,90,63,99,73
20243250,学生3250,61,93,42,74,99,42
20243251,学生3251,69,96,44,81,69,68
20243252,学生3252,93,84,90,42,66,43
20243253,学生3253,77,69,72,69,65,88
20243254,学生3254,55,100,59,83,84,60
20243255,学生3255,99,96,70,47,83,63
20243256,学生3256,60,84,61,79,45,93
20243257,学生3257,40,61,49,47,41,57
20243258,学生3258,62,73,99,92,72,62
20243259,学生3259,96,71,42,72,43,87
20243260,学生3260,79,88,100,99,42,62
20243261,学生3261,75,71,81,62,76,53
20243262,学生3262,72,44,47,54,52,51
20243263,学生3263,94,45,79,72,51,62
20243264,学生3264,87,96,80,87,96,43
20243265,学生3265,89,74,90,76,77,72
20243266,学生3266,43,53,49,90,47,61
20243267,学生3267,52,62,77,62,43,72
20243268,学生3268,52,74,51,91,69,53
20243269,学生3269,60,63,63,87,42,53
20243270,学生3270,77,87,47,45,83,71
20243271,学生3271,91,53,57,45,87,59
20243272,学生3272,79,84,55,93,53,92
20243273,学生3273,92,86,65,89,87,81
20243274,学生3274,90,71,81,56,82,43
20243275,学生3275,47,55,58,59,68,58
20243276,学生3276,91,46,53,82,94,40
20243277,学生3277,66,82,78,65,100,73
20243278,学生3278,91,74,45,90,92,98
20243279,学生3279,52,54,66,54,47,41
20243280,学生3280,71,97,43,99,43,79
20243281,学生3281,56,73,95,43,72,93
20243282,学生3282,76,51,43,91,79,55
20243283,学生3283,97,86,40,41,62,52
20243284,学生3284,80,58,60,75,54,71
20243285,学生3285,59,51,71,53,84,75
20243286,学生3286,91,76,70,51,71,69
20243287,学生3287,98,69,89,64,86,67
20243288,学生3288,91,92,98,62,50,54
20243289,学生3289,54,92,54,64,40,46
20243290,学生3290,71,53,89,79,55,40
20243291,学生3291,81,99,91,55,54,80
20243292,学生3292,60,60,58,78,80,66
20243293,学生3293,70,73,59,47,100,76
20243294,学生3294,93,73,54,45,76,60
20243295,学生3295,61,63,68,93,51,47
20243296,学生3296,47,76,53,55,66,42
20243297,学生3297,100,83,61,54,83,94
20243298,学生3298,62,48,57,64,64,49
20243299,学生3299,86,51,60,80,94,74
20243300,学生3300,83,60,51,86,92,45
20243301,学生3301,43,59,40,65,48,83
20243302,学生3302,85,73,96,45,79,59
20243303,学生3303,78,56,40,70,68,79
20243304,学生3304,47,74,42,61,78,92
20243305,学生3305,51,98,52,86,82,55
20243306,学生3306,85,59,86,76,79,81
20243307,学生3307,47,81,92,45,73,67
20243308,学生3308,79,64,80,89,54,54
20243309,学生3309,73,88,50,46,92,89
20243310,学生3310,94,96,70,64,48,94
20243311,学生3311,95,84,54,82,95,83
20243312,学生3312,42,42,86,88,88,90
20243313,学生3313,79,51,95,100,97,94
20243314,学生3314,73,45,92,77,75,40
20243315,学生3315,57,79,43,73,62,49
20243316,学生3316,76,63,97,52,72,55
20243317,学生3317,52,91,55,53,43,78
20243318,学生3318,81,67,78,57,100,41
20243319,学生3319,42,96,99,80,87,61
20243320,学生3320,53,94,66,46,81,46
20243321,学生3321,56,69,98,65,79,54
20243322,学生3322,68,53,91,63,92,71
20243323,学生3323,74,66,42,72,51,55
20243324,学生3324,81,78,64,95,72,91
20243325,学生3325,78,69,87,69,66,82
20243326,学生3326,92,51,44,72,95,67
20243327,学生3327,77,97,53,83,63,63
20243328,学生3328,66,87,67,76,66,44
20243329,学生3329,83,62,68,42,87,87
20243330,学生3330,95,44,77,82,98,59
20243331,学生3331,60,45,76,61,84,98
20243332,学生3332,87,68,41,41,65,50
20243333,学生3333,76,84,55,60,40,63
20243334,学生3334,59,80,94,52,57,47
20243335,学生3335,48,77,57,44,89,61
20243336,学生3336,92,79,82,71,94,55
20243337,学生3337,72,80,43,89,47,46
20243338,学生3338,45,89,99,86,98,52
20243339,学生3339,89,95,40,54,72,81
20243340,学生3340,97,65,87,84,43,60
20243341,学生3341,69,92,49,80,57,83
20243342,学生3342,51,46,94,52,56,66
20243343,学生3343,48,89,51,87,88,75
20243344,学生3344,41,41,78,85,98,85
20243345,学生3345,80,73,90,72,90,90
20243346,学生3346,61,77,85,67,40,66
20243347,学生3347,42,44,89,56,71,56
20243348,学生3348,85,68,54,84,48,100
20243349,学生3349,46,40,83,44,79,88
20243350,学生3350,48,56,42,52,59,71
20243351,学生3351,62,41,91,86,70,47
20243352,学生3352,95,55,57,81,78,41
20243353,学生3353,87,81,96,44,51,65
20243354,学生3354,49,93,58,85,71,42
20243355,学生3355,59,74,93,81,88,98
20243356,学生3356,99,87,83,94,87,75
20243357,学生3357,75,72,73,89,62,55
20243358,学生3358,66,74,48,52,95,95
20243359,学生3359,76,56,46,84,89,79
20243360,学生3360,42,46,47,70,76,82
20243361,学生3361,81,44,51,50,63,95
20243362,学生3362,96,54,97,46,44,67
20243363,学生3363,81,76,98,90,63,54
20243364,学生3364,67,93,95,42,43,96
20243365,学生3365,46,54,67,46,56,64
20243366,学生3366,95,97,65,78,99,70
20243367,学生3367,45,62,46,65,92,48
20243368,学生3368,73,44,56,89,94,51
20243369,学生3369,88,44,67,57,96,44
20243370,学生3370,75,40,93,52,80,43
20243371,学生3371,97,45,54,42,65,59
20243372,学生3372,67,64,64,84,92,98
20243373,学生3373,76,66,57,71,92,86
20243374,学生3374,73,68,42,90,73,89
20243375,学生3375,51,47,51,62,57,50
20243376,学生3376,82,59,87,55,90,61
20243377,学生3377,45,79,54,48,60,45
20243378,学生3378,70,68,76,51,71,89
20243379,学生3379,61,46,96,46,42,50
20243380,学生3380,74,88,82,46,49,77
20243381,学生3381,95,75,44,76,76,87
20243382,学生3382,94,52,73,92,40,93
20243383,学生3383,75,54,42,47,59,81
20243384,学生3384,60,71,56,41,43,74
20243385,学生3385,87,49,89,70,81,44
20243386,学生3386,73,68,90,60,81,81
20243387,学生3387,55,80,62,52,99,99
20243388,学生3388,98,69,90,97,100,86
20243389,学生3389,48,74,85,100,69,93
20243390,学生3390,50,87,52,88,95,44
20243391,学生3391,62,41,54,61,92,90
20243392,学生3392,66,75,90,44,52,100
20243393,学生3393,54,77,46,75,52,61
20243394,学生3394,100,52,96,61,40,87
20243395,学生3395,85,100,95,63,97,91
20243396,学生3396,43,80,67,94,65,58
20243397,学生3397,70,90,47,41,57,47
20243398,学生3398,98,71,53,77,92,46
20243399,学生3399,90,61,42,63,81,84
20243400,学生3400,77,80,62,46,75,40
20243401,学生3401,64,46,61,94,53,99
20243402,学生3402,100,46,73,50,49,44
20243403,学生3403,95,54,100,84,62,63
20243404,学生3404,52,48,97,78,95,88
20243405,学生3405,79,42,45,47,95,91
20243406,学生3406,97,46,56,59,84,65
20243407,学生3407,48,79,91,100,65,51
20243408,学生3408,60,63,95,56,88,75
20243409,学生3409,98,87,41,41,44,45
20243410,学生3410,75,87,42,41,60,63
20243411,学生3411,61,52,51,56,91,92
20243412,学生3412,96,47,71,72,78,96
20243413,学生3413,97,55,45,81,58,98
20243414,学生3414,97,87,42,45,76,61
20243415,学生3415,92,65,53,63,66,56
20243416,学生3416,49,48,71,93,88,43
20243417,学生3417,48,92,46,81,92,72
20243418,学生3418,72,57,100,94,56,47
20243419,学生3419,52,98,72,45,58,87
20243420,学生3420,48,98,87,50,84,44
20243421,学生3421,84,65,83,79,97,73
20243422,学生3422,55,42,94,47,61,87
20243423,学生3423,76,54,70,85,47,45
20243424,学生3424,42,62,57,83,48,77
20243425,学生3425,94,61,73,84,83,75
20243426,学生3426,93,92,66,64,66,78
20243427,学生3427,83,49,78,48,85,40
20243428,学生3428,63,75,54,90,71,58
20243429,学生3429,68,99,67,84,54,97
20243430,学生3430,74,94,72,49,74,81
20243431,学生3431,96,43,82,48,88,71
20243432,学生3432,69,43,99,66,44,74
20243433,学生3433,90,55,70,59,44,63
20243434,学生3434,91,44,41,91,63,51
20243435,学生3435,91,62,62,46,66,78
20243436,学生3436,80,75,96,58,44,43
20243437,学生3437,44,73,75,99,42,65
20243438,学生3438,98,56,80,63,55,72
20243439,学生3439,69,52,82,92,45,51
20243440,学生3440,80,86,40,58,64,78
20243441,学生3441,80,54,57,76,48,47
20243442,学生3442,44,72,76,81,74,80
20243443,学生3443,44,54,62,88,97,95
20243444,学生3444,74,55,47,49,90,86
20243445,学生3445,50,63,73,52,47,42
20243446,学生3446,53,74,49,44,55,40
20243447,学生3447,65,41,51,50,44,71
20243448,学生3448,97,40,73,69,94,84
20243449,学生3449,64,91,71,53,51,85
20243450,学生3450,73,40,57,87,40,45
20243451,学生3451,86,68,73,67,64,56
20243452,学生3452,62,72,50,80,95,92
20243453,学生3453,57,54,85,87,74,78
20243454,学生3454,59,81,89,44,96,46
20243455,学生3455,52,57,75,53,84,41
20243456,学生3456,96,53,62,40,86,43
20243457,学生3457,77,84,63,59,66,48
20243458,学生3458,61,58,59,96,73,84
20243459,学生3459,99,40,42,52,70,89
20243460,学生3460,61,63,71,47,53,79
20243461,学生3461,71,65,79,51,91,93
20243462,学生3462,55,96,46,64,66,97
20243463,学生3463,43,99,73,62,97,80
20243464,学生3464,56,60,62,79,50,72
20243465,学生3465,83,53,81,55,61,95
20243466,学生3466,92,100,80,44,44,40
20243467,学生3467,89,48,74,74,40,87
20243468,学生3468,75,57,40,86,44,71
20243469,学生3469,79,42,67,40,54,100
20243470,学生3470,52,91,64,58,78,55
20243471,学生3471,71,51,99,50,80,61
20243472,学生3472,73,47,100,80,54,48
20243473,学生3473,57,59,67,64,77,56
20243474,学生3474,63,47,75,94,42,69
20243475,学生3475,99,78,83,68,57,83
20243476,学生3476,46,60,51,90,85,66
20243477,学生3477,96,60,80,98,81,84
20243478,学生3478,54,52,85,53,63,59
20243479,学生3479,67,76,72,77,73,69
20243480,学生3480,70,79,46,100,86,63
20243481,学生3481,44,99,64,58,50,56
20243482,学生3482,82,79,58,75,43,92
20243483,学生3483,62,91,60,78,57,49
20243484,学生3484,75,90,70,58,94,63
20243485,学生3485,81,95,80,40,58,60
20243486,学生3486,94,88,53,96,90,54
20243487,学生3487,92,68,93,75,43,85
20243488,学生3488,95,98,81,68,43,53
20243489,学生3489,81,89,48,52,98,41
20243490,学生3490,54,45,49,86,74,59
20243491,学生3491,58,67,66,55,49,89
20243492,学生3492,52,85,93,54,79,62
20243493,学生3493,91,50,84,77,72,63
20243494,学生3494,78,41,93,58,81,94
20243495,学生3495,58,92,70,62,74,74
20243496,学生3496,75,77,96,97,82,86
20243497,学生3497,97,49,55,93,76,96
20243498,学生3498,85,74,70,69,96,68
20243499,学生3499,60,74,75,52,66,87
20243500,学生3500,94,40,51,85,43,99
20243501,学生3501,78,98,59,87,61,69
20243502,学生3502,91,75,71,95,65,92
20243503,学生3503,94,41,72,67,97,83
20243504,学生3504,59,78,96,56,58,71
20243505,学生3505,69,47,73,87,72,63
20243506,学生3506,47,61,42,89,94,42
20243507,学生3507,73,83,69,91,88,57
20243508,学生3508,88,91,41,59,82,46
20243509,学生3509,51,96,87,70,92,68
20243510,学生3510,98,61,77,49,98,59
20243511,学生3511,53,50,86,74,98,59
20243512,学生3512,41,52,64,53,70,50
20243513,学生3513,80,61,95,63,78,51
20243514,学生3514,47,86,87,86,75,93
20243515,学生3515,45,61,90,74,45,98
20243516,学生3516,73,44,94,52,74,56
20243517,学生3517,54,84,88,50,84,40
20243518,学生3518,64,84,88,77,82,68
20243519,学生3519,70,94,94,91,86,73
20243520,学生3520,99,87,100,46,87,92
20243521,学生3521,93,92,61,94,99,62
20243522,学生3522,40,82,65,84,41,41
20243523,学生3523,82,100,68,67,80,55
20243524,学生3524,73,77,63,43,72,66
20243525,学生3525,57,67,96,42,89,85
20243526,学生3526,97,55,65,52,46,93
20243527,学生3527,57,71,78,59,56,54
20243528,学生3528,56,62,58,56,84,40
20243529,学生3529,42,75,66,42,99,43
20243530,学生3530,69,68,82,98,79,61
20243531,学生3531,80,98,46,61,100,58
20243532,学生3532,48,99,65,75,77,66
20243533,学生3533,54,64,100,71,96,67
20243534,学生3534,60,76,75,98,51,40
20243535,学生3535,86,47,64,96,48,49
20243536,学生3536,52,48,40,94,87,56
20243537,学生3537,88,48,85,45,87,65
20243538,学生3538,76,60,42,41,48,94
20243539,学生3539,79,66,52,90,77,46
20243540,学生3540,95,78,49,63,80,40
20243541,学生3541,82,54,64,42,75,43
20243542,学生3542,95,49,51,87,52,62
20243543,学生3543,87,88,83,81,94,62
20243544,学生3544,87,71,86,63,41,98
20243545,学生3545,97,43,89,87,52,98
20243546,学生3546,65,96,46,80,95,81
20243547,学生3547,93,51,61,98,49,93
20243548,学生3548,44,84,99,76,74,86
20243549,学生3549,41,80,58,80,45,60
20243550,学生3550,99,52,70,50,63,81
20243551,学生3551,68,89,59,93,89,42
20243552,学生3552,50,83,65,92,61,63
20243553,学生3553,87,62,74,75,83,47
20243554,学生3554,74,59,70,41,85,74
20243555,学生3555,61,71,77,82,65,67
20243556,学生3556,43,49,48,62,55,51
20243557,学生3557,50,70,50,44,81,58
20243558,学生3558,97,58,56,49,45,74
20243559,学生3559,90,46,58,53,96,67
20243560,学生3560,80,97,53,59,90,79
20243561,学生3561,76,80,98,64,73,50
20243562,学生3562,56,89,68,99,62,41
20243563,学生3563,69,74,69,80,71,43
20243564,学生3564,96,79,46,83,65,68
20243565,学生3565,69,76,49,54,41,58
20243566,学生3566,43,97,74,86,80,99
20243567,学生3567,74,93,86,52,49,67
20243568,学生3568,43,91,68,47,97,46
20243569,学生3569,46,87,62,99,86,69
20243570,学生3570,69,44,48,56,67,86
20243571,学生3571,62,70,63,81,49,66
20243572,学生3572,49,58,90,63,54,59
20243573,学生3573,81,95,42,47,50,65
20243574,学生3574,76,63,49,71,56,76
20243575,学生3575,99,95,99,93,40,41
20243576,学生3576,61,58,73,79,59,84
20243577,学生3577,72,48,40,85,44,90
20243578,学生3578,60,88,90,76,99,93
20243579,学生3579,70,77,98,66,70,43
20243580,学生3580,46,51,58,50,74,58
20243581,学生3581,68,64,85,98,62,68
20243582,学生3582,52,68,90,77,85,62
20243583,学生3583,49,61,82,65,62,42
20243584,学生3584,45,61,74,48,98,71
20243585,学生3585,76,58,66,85,93,86
20243586,学生3586,56,53,50,79,61,99
20243587,学生3587,72,100,42,61,74,78
20243588,学生3588,80,74,80,61,70,40
20243589,学生3589,72,62,97,44,63,87
20243590,学生3590,100,87,41,82,99,93
20243591,学生3591,90,70,48,60,87,51
20243592,学生3592,62,72,90,98,100,88
20243593,学生3593,52,55,63,85,88,50
20243594,学生3594,49,76,90,99,65,63
20243595,学生3595,70,94,94,55,52,88
20243596,学生3596,45,67,89,60,57,55
20243597,学生3597,65,72,42,90,73,65
20243598,学生3598,64,98,71,86,65,75
20243599,学生3599,85,93,67,45,94,45
20243600,学生3600,77,65,61,40,73,92
20243601,学生3601,83,76,64,67,41,72
20243602,学生3602,78,97,46,92,74,96
20243603,学生3603,55,87,94,60,84,67
20243604,学生3604,56,51,60,59,76,75
20243605,学生3605,52,99,72,82,85,65
20243606,学生3606,60,88,62,46,52,55
20243607,学生3607,51,42,97,100,85,92
20243608,学生3608,65,45,48,54,91,65
20243609,学生3609,81,83,97,75,52,62
20243610,学生3610,93,71,72,56,74,91
20243611,学生3611,92,96,85,41,89,80
20243612,学生3612,73,81,96,50,51,45
20243613,学生3613,59,93,91,72,63,48
20243614,学生3614,100,45,90,82,71,61
20243615,学生3615,67,99,85,84,53,52
20243616,学生3616,98,99,79,94,80,59
20243617,学生3617,67,88,47,100,43,89
20243618,学生3618,57,82,47,76,83,53
20243619,学生3619,43,48,74,42,77,63
20243620,学生3620,100,53,92,48,88,76
20243621,学生3621,95,82,86,60,85,93
20243622,学生3622,65,85,60,50,67,72
20243623,学生3623,99,65,56,61,85,94
20243624,学生3624,91,68,72,86,76,91
20243625,学生3625,69,63,61,99,91,77
20243626,学生3626,83,47,84,79,92,48
20243627,学生3627,89,56,85,63,81,44
20243628,学生3628,53,43,81,95,58,42
20243629,学生3629,71,70,91,67,88,99
20243630,学生3630,48,47,89,94,73,96
20243631,学生3631,94,97,50,68,87,88
20243632,学生3632,94,80,42,92,51,78
20243633,学生3633,86,92,67,73,74,54
20243634,学生3634,93,44,85,83,40,84
20243635,学生3635,49,47,61,45,79,73
20243636,学生3636,84,90,66,71,68,50
20243637,学生3637,56,67,97,96,49,64
20243638,学生3638,70,88,70,83,74,56
20243639,学生3639,57,48,100,52,66,88
20243640,学生3640,68,94,63,80,74,66
20243641,学生3641,50,71,83,98,97,96
20243642,学生3642,78,45,54,55,60,85
20243643,学生3643,47,62,91,75,73,94
20243644,学生3644,41,50,94,82,99,65
20243645,学生3645,43,100,74,60,75,59
20243646,学生3646,100,70,45,97,93,46
20243647,学生3647,46,80,95,97,67,80
20243648,学生3648,43,89,49,89,59,86
20243649,学生3649,43,61,86,50,80,40
20243650,学生3650,64,78,81,88,53,71
20243651,学生3651,98,98,62,70,94,72
20243652,学生3652,88,56,67,96,91,72
20243653,学生3653,63,82,87,57,93,64
20243654,学生3654,95,64,76,70,70,77
20243655,学生3655,78,77,75,100,81,51
20243656,学生3656,75,69,83,89,45,92
20243657,学生3657,76,84,75,97,53,47
20243658,学生3658,77,67,96,60,95,88
20243659,学生3659,43,43,61,87,73,51
20243660,学生3660,54,48,56,77,51,53
20243661,学生3661,56,41,74,86,83,97
20243662,学生3662,80,98,61,96,56,93
20243663,学生3663,63,74,93,83,84,69
20243664,学生3664,66,58,60,42,72,44
20243665,学生3665,88,72,96,88,58,62
20243666,学生3666,56,40,59,96,92,85
20243667,学生3667,70,58,88,83,64,87
20243668,学生3668,64,50,71,75,64,78
20243669,学生3669,98,82,71,65,62,90
20243670,学生3670,100,46,92,70,81,65
20243671,学生3671,54,72,49,59,96,83
20243672,学生3672,63,47,46,60,41,69
20243673,学生3673,45,62,97,71,63,89
20243674,学生3674,91,56,81,61,79,93
20243675,学生3675,55,40,93,80,61,90
20243676,学生3676,55,42,62,52,50,71
20243677,学生3677,64,87,73,92,98,52
20243678,学生3678,67,95,99,53,96,66
20243679,学生3679,43,67,42,56,45,83
20243680,学生3680,92,41,73,73,70,78
20243681,学生3681,79,88,40,80,94,48
20243682,学生3682,69,48,78,79,40,66
20243683,学生3683,55,77,95,87,60,74
20243684,学生3684,43,92,60,88,99,84
20243685,学生3685,64,67,89,74,49,73
20243686,学生3686,44,50,43,90,96,90
20243687,学生3687,60,69,67,57,59,99
20243688,学生3688,77,96,89,91,57,69
20243689,学生3689,84,46,50,78,78,86
20243690,学生3690,47,63,61,45,82,44
20243691,学生3691,85,61,84,47,74,80
20243692,学生3692,89,88,69,67,74,47
20243693,学生3693,84,60,58,66,47,72
20243694,学生3694,43,93,54,48,97,59
20243695,学生3695,49,79,89,80,61,58
20243696,学生3696,95,84,70,64,57,56
20243697,学生3697,66,53,41,83,54,44
20243698,学生3698,81,73,81,81,96,58
20243699,学生3699,40,98,76,53,71,66
20243700,学生3700,81,93,79,41,42,88
20243701,学生3701,68,70,66,79,84,87
20243702,学生3702,77,73,62,66,46,52
20243703,学生3703,74,44,88,66,93,89
